ticket_id,customer_id,created_date,ticket_type,priority,status,resolution_time_hours
465,4875,2025-06-27,General Inquiry,Critical,Resolved,28.2
466,272,2025-01-15,Account Problem,Low,Resolved,70.4
467,3928,2025-02-16,Account Problem,Low,In Progress,0.1
468,4034,2025-05-22,Account Problem,Low,Closed,3.0
469,1190,2025-03-19,Account Problem,Low,In Progress,111.4
470,2869,2025-05-09,General Inquiry,Low,Resolved,95.0
471,4002,2024-12-26,Refund Request,Medium,Resolved,38.0
472,4514,2025-04-12,Refund Request,High,Closed,8.9
473,3897,2025-02-05,Refund Request,Low,Resolved,8.0
474,1543,2025-06-05,General Inquiry,Low,Resolved,16.7
475,2793,2024-09-26,Shipping Delay,Medium,Resolved,50.2
476,3824,2024-11-06,General Inquiry,Medium,Resolved,7.8
477,4793,2024-11-29,Refund Request,Low,Resolved,11.5
478,3081,2024-09-14,Shipping Delay,High,Resolved,34.6
479,1826,2024-09-30,Shipping Delay,Critical,Open,5.4
480,3811,2025-07-05,Refund Request,Medium,Resolved,40.3
481,94,2024-10-06,Refund Request,High,Closed,51.7
482,1159,2025-04-09,Shipping Delay,Medium,Open,15.5
483,4494,2024-10-13,Refund Request,Medium,Resolved,7.6
484,3563,2025-04-19,General Inquiry,Medium,Resolved,33.9
485,4325,2025-03-13,Shipping Delay,Medium,Closed,24.7
486,603,2025-05-09,Account Problem,High,Closed,26.6
487,3352,2025-07-09,General Inquiry,Low,Closed,6.3
488,1267,2025-03-06,Product Issue,Medium,Closed,41.8
489,2020,2024-09-12,Product Issue,Low,In Progress,35.8
490,335,2024-08-20,Refund Request,Low,Resolved,26.5
491,4610,2024-11-29,General Inquiry,Low,Resolved,15.2
492,1886,2024-10-21,Refund Request,Medium,Resolved,5.2
493,3835,2025-07-13,General Inquiry,Medium,Closed,16.2
494,3021,2024-11-07,Shipping Delay,High,Closed,1.3
495,4971,2025-03-18,Refund Request,Low,Open,27.0
496,1044,2025-04-18,General Inquiry,Low,In Progress,13.6
497,918,2025-05-04,Product Issue,Low,Closed,45.9
498,2169,2024-12-21,Refund Request,Low,Closed,1.3
499,1634,2025-04-17,Refund Request,Low,Closed,44.5
500,2058,2024-10-26,General Inquiry,Low,Open,21.0
501,32,2024-11-23,Shipping Delay,High,Resolved,18.2
502,4843,2025-02-08,Refund Request,Low,Resolved,3.2
503,4240,2025-04-14,General Inquiry,Low,In Progress,21.8
504,3433,2025-01-19,Account Problem,Low,Closed,3.1
505,371,2024-12-19,Account Problem,Low,Closed,3.1
506,3387,2025-05-11,Product Issue,Medium,Open,17.9
507,1709,2025-07-06,Shipping Delay,Low,Resolved,40.7
508,2995,2025-01-02,General Inquiry,High,Resolved,95.6
509,3523,2024-12-07,Account Problem,Low,Open,8.2
510,343,2025-01-02,Shipping Delay,Medium,Closed,6.5
511,299,2024-09-02,Refund Request,High,Resolved,11.6
512,2324,2025-06-26,Refund Request,Critical,Resolved,16.3
513,168,2025-02-27,General Inquiry,Low,Resolved,31.6
514,4285,2024-12-20,Product Issue,Low,Resolved,50.6
515,2773,2024-12-20,General Inquiry,Medium,Open,74.8
516,413,2024-11-26,Shipping Delay,Low,Closed,11.7
517,2024,2025-03-15,General Inquiry,Medium,Resolved,1.0
518,1675,2025-03-06,Account Problem,Low,Open,25.3
519,340,2025-07-26,General Inquiry,Low,Resolved,31.6
520,1801,2024-12-25,Product Issue,Medium,Resolved,29.4
521,4447,2025-04-07,Product Issue,High,In Progress,0.8
522,2243,2025-03-04,General Inquiry,High,Resolved,0.9
523,3161,2025-07-15,Account Problem,High,Closed,10.1
524,4431,2025-07-01,Product Issue,High,In Progress,0.5
525,3456,2025-04-19,Shipping Delay,Low,Closed,33.6
526,3158,2025-06-13,Account Problem,Medium,Closed,15.7
527,4794,2025-05-13,Shipping Delay,Medium,Closed,32.3
528,792,2025-07-16,Product Issue,High,In Progress,42.3
529,399,2024-09-03,Shipping Delay,Medium,Closed,28.9
530,890,2025-01-14,Account Problem,High,Closed,1.0
531,3786,2025-03-27,Refund Request,Medium,Closed,13.1
532,3881,2024-09-05,Shipping Delay,Medium,In Progress,45.3
533,1561,2024-12-13,Account Problem,High,Open,63.2
534,4411,2024-11-18,General Inquiry,High,Closed,22.4
535,4508,2025-03-30,Account Problem,Medium,In Progress,15.6
536,4711,2025-06-17,Refund Request,Low,Closed,25.7
537,1058,2025-03-18,Shipping Delay,Medium,Resolved,14.4
538,928,2025-02-17,Account Problem,Low,Resolved,5.3
539,1713,2025-03-05,Account Problem,Low,Resolved,39.8
540,3240,2025-03-10,Refund Request,High,Resolved,4.5
541,3829,2025-03-14,Shipping Delay,Critical,In Progress,0.4
542,3198,2025-04-09,Account Problem,Medium,Closed,30.0
543,634,2025-03-29,Product Issue,Medium,Resolved,28.7
544,3865,2025-03-29,General Inquiry,High,Closed,11.9
545,2527,2024-12-07,Shipping Delay,Medium,Open,28.1
546,4782,2025-04-15,Refund Request,Low,Closed,43.7
547,4446,2025-04-22,General Inquiry,Medium,In Progress,30.2
548,150,2025-07-06,Shipping Delay,Low,Resolved,27.0
549,2258,2025-03-16,Shipping Delay,Low,In Progress,35.0
550,2214,2025-07-19,Refund Request,High,Resolved,3.7
551,414,2025-07-28,Account Problem,High,Closed,5.5
552,31,2024-12-13,Shipping Delay,Medium,In Progress,11.4
553,2111,2025-06-11,Shipping Delay,Low,Resolved,39.6
554,4202,2024-12-03,Shipping Delay,High,Resolved,31.0
555,2949,2025-07-11,Shipping Delay,High,In Progress,108.1
556,4828,2024-08-17,Product Issue,Medium,Resolved,19.0
557,1418,2025-01-17,Shipping Delay,Low,Resolved,21.4
558,1669,2024-09-01,Product Issue,Low,In Progress,6.5
559,2705,2024-10-12,Account Problem,Medium,Closed,35.6
560,748,2025-06-19,Account Problem,Medium,Resolved,45.9
561,2788,2025-01-14,Refund Request,Medium,Resolved,10.7
562,2746,2025-03-30,Refund Request,Medium,Resolved,11.2
563,1491,2025-06-06,General Inquiry,Medium,Closed,53.4
564,2263,2025-08-13,Refund Request,Medium,Closed,39.4
565,3016,2024-08-30,General Inquiry,Medium,Resolved,39.9
566,4708,2025-03-26,Refund Request,Medium,Closed,1.3
567,4036,2025-04-20,Shipping Delay,Low,Closed,6.5
568,1375,2025-01-06,Refund Request,High,Closed,16.7
569,1541,2025-04-05,Shipping Delay,Medium,Resolved,2.4
570,1471,2024-12-14,Account Problem,Low,Closed,2.0
571,383,2024-09-04,Product Issue,Low,Closed,86.0
572,221,2024-12-29,General Inquiry,Medium,Closed,15.8
573,162,2025-05-07,Product Issue,Low,Open,6.7
574,1654,2025-04-24,Refund Request,High,In Progress,8.3
575,1294,2024-10-07,General Inquiry,Medium,Resolved,5.6
576,2362,2024-09-26,Refund Request,Low,Resolved,1.5
577,1580,2025-03-24,Refund Request,Low,Resolved,9.2
578,1226,2025-03-09,General Inquiry,High,Closed,2.3
579,2833,2025-03-27,General Inquiry,Medium,Resolved,17.2
580,1598,2025-04-13,Product Issue,Low,Closed,31.3
581,250,2024-08-24,Account Problem,High,Closed,31.3
582,389,2024-10-28,Account Problem,High,Closed,11.4
583,4289,2025-08-07,Account Problem,High,Closed,1.4
584,1672,2024-08-17,Account Problem,Medium,Closed,74.3
585,2933,2025-06-21,Shipping Delay,Medium,Resolved,9.4
586,4866,2025-06-12,Refund Request,High,Open,9.6
587,2911,2025-02-26,General Inquiry,Medium,Resolved,36.6
588,3145,2025-02-13,General Inquiry,Low,In Progress,76.2
589,3169,2025-02-26,Account Problem,Low,Closed,26.9
590,4346,2024-10-31,Account Problem,Low,Resolved,74.9
591,2503,2024-09-05,Product Issue,Medium,Resolved,18.8
592,3409,2025-03-12,Product Issue,Medium,Closed,6.7
593,2,2025-07-30,Shipping Delay,Low,Closed,34.4
594,359,2025-02-28,Product Issue,High,Closed,0.5
595,141,2025-07-24,Product Issue,Medium,Resolved,22.2
596,274,2024-09-21,Product Issue,High,Resolved,34.0
597,3713,2024-12-23,General Inquiry,Low,Resolved,31.8
598,3820,2024-11-14,Account Problem,Low,Closed,17.0
599,102,2024-08-24,Account Problem,Low,Resolved,14.4
600,809,2024-10-19,Shipping Delay,High,Open,43.7
601,1794,2025-03-30,General Inquiry,High,Closed,12.3
602,4250,2024-11-10,Product Issue,High,Closed,2.1
603,2244,2024-11-05,Product Issue,Low,Closed,7.8
604,4418,2024-11-03,General Inquiry,Medium,Resolved,34.3
605,1529,2025-01-14,General Inquiry,Medium,In Progress,10.4
606,4675,2025-06-22,Refund Request,Low,Closed,13.1
607,694,2025-08-04,Refund Request,Medium,Closed,3.6
608,4223,2025-02-13,Product Issue,Low,Closed,19.3
609,459,2025-02-07,General Inquiry,Medium,Resolved,36.7
610,3376,2024-09-09,Account Problem,High,Open,23.4
611,3046,2024-12-29,Product Issue,High,Closed,31.8
612,3179,2024-10-10,Refund Request,Low,In Progress,16.8
613,2256,2025-03-24,Account Problem,Medium,Closed,19.4
614,1597,2025-02-24,Shipping Delay,Medium,Closed,26.4
615,2460,2025-03-29,General Inquiry,High,Open,0.6
616,2040,2024-10-09,Refund Request,Low,In Progress,47.4
617,4642,2025-01-01,Account Problem,High,In Progress,30.5
618,4512,2024-11-15,Refund Request,Medium,In Progress,28.2
619,1983,2025-03-15,Refund Request,Low,Closed,73.2
620,861,2024-12-14,General Inquiry,High,Closed,35.2
621,3926,2024-09-25,Refund Request,Medium,Closed,49.0
622,3681,2025-05-17,General Inquiry,Medium,In Progress,25.5
623,2146,2025-06-15,Refund Request,High,Resolved,17.7
624,4231,2024-10-12,Product Issue,Low,Resolved,19.0
625,4607,2025-08-15,Shipping Delay,Low,Closed,20.0
626,3187,2025-07-08,General Inquiry,High,Open,1.0
627,3365,2025-05-14,Refund Request,Low,Closed,2.9
628,4815,2025-02-07,Refund Request,Medium,Open,34.0
629,4117,2025-04-02,Account Problem,Medium,Closed,9.7
630,1099,2025-04-19,Account Problem,Low,Closed,60.0
631,107,2024-09-26,Product Issue,Low,Closed,27.3
632,611,2025-06-18,Refund Request,Medium,In Progress,16.1
633,487,2024-11-12,Shipping Delay,High,Resolved,10.1
634,2301,2024-10-11,Refund Request,Low,Closed,12.9
635,4757,2025-01-09,General Inquiry,Low,In Progress,5.8
636,195,2024-11-10,Product Issue,Medium,Closed,6.9
637,3783,2025-08-09,Product Issue,Low,Resolved,5.2
638,4167,2024-11-21,General Inquiry,High,Resolved,20.0
639,4486,2024-10-10,Product Issue,Medium,Closed,3.0
640,980,2025-05-16,Account Problem,High,Open,41.0
641,1398,2025-01-02,Shipping Delay,Medium,Resolved,24.9
642,1752,2025-03-06,General Inquiry,Medium,Closed,3.4
643,2678,2025-06-07,General Inquiry,Low,Open,17.6
644,2660,2025-03-22,General Inquiry,Low,Open,3.9
645,78,2025-03-02,Refund Request,Low,Closed,7.1
646,2444,2025-06-16,General Inquiry,Medium,Closed,19.8
647,221,2024-11-25,Account Problem,Medium,Closed,14.0
648,886,2025-06-12,General Inquiry,High,Resolved,10.9
649,3780,2025-04-24,Shipping Delay,Medium,In Progress,41.1
650,3271,2025-06-16,General Inquiry,Medium,Closed,10.0
651,4675,2025-05-11,Product Issue,Medium,Closed,21.6
652,3261,2024-08-23,Refund Request,Medium,Closed,30.6
653,2512,2024-12-12,Account Problem,Low,Open,4.6
654,707,2025-06-07,Account Problem,High,Resolved,8.1
655,1440,2024-09-16,Refund Request,Low,Closed,13.7
656,1343,2025-01-28,Product Issue,Low,Closed,34.0
657,2799,2024-10-23,Product Issue,Medium,Closed,88.4
658,2021,2025-02-21,Account Problem,High,Closed,11.3
659,2193,2024-12-01,Refund Request,Low,In Progress,11.9
660,2376,2024-10-24,Refund Request,High,Closed,1.2
661,1417,2024-10-09,Account Problem,Low,Resolved,42.8
662,1787,2024-09-23,Account Problem,Medium,Closed,60.4
663,3927,2024-10-05,Account Problem,High,Resolved,7.4
664,3504,2025-05-04,Shipping Delay,Medium,In Progress,51.2
665,307,2025-07-04,General Inquiry,Low,Resolved,0.1
666,2661,2024-09-29,General Inquiry,High,Closed,39.8
667,3398,2024-09-20,Account Problem,High,In Progress,4.6
668,1201,2025-06-02,Shipping Delay,Low,Resolved,18.1
669,1953,2025-07-09,Product Issue,Low,Resolved,54.8
670,4382,2025-06-09,Product Issue,Low,Closed,10.6
671,533,2025-07-07,Shipping Delay,Low,In Progress,52.4
672,4632,2025-08-09,Account Problem,Critical,Closed,2.4
673,3732,2024-12-21,Shipping Delay,Low,Closed,12.9
674,2469,2024-12-11,Refund Request,Low,In Progress,9.1
675,4785,2025-04-26,Refund Request,Low,In Progress,8.6
676,2851,2024-11-30,Product Issue,Low,Open,13.7
677,3647,2024-12-15,Shipping Delay,Medium,Closed,17.8
678,1538,2025-04-25,General Inquiry,Low,Closed,0.8
679,4566,2025-08-09,Product Issue,Critical,Closed,38.1
680,2073,2025-03-04,General Inquiry,Low,Resolved,78.2
681,2887,2025-06-05,General Inquiry,Medium,Closed,0.6
682,4530,2024-12-31,Account Problem,Medium,Resolved,105.4
683,4356,2024-08-22,Shipping Delay,Low,Closed,6.4
684,4368,2024-10-12,General Inquiry,Medium,Resolved,39.1
685,4528,2025-05-07,General Inquiry,Critical,Resolved,43.1
686,3926,2024-12-10,Shipping Delay,Low,In Progress,31.9
687,4242,2025-06-06,Product Issue,Medium,Closed,3.3
688,764,2025-01-22,Product Issue,High,Closed,54.9
689,3884,2025-05-15,Product Issue,Medium,Resolved,42.5
690,3260,2024-09-14,Shipping Delay,High,Closed,29.8
691,1974,2024-08-24,Shipping Delay,Low,Closed,61.2
692,3590,2025-05-07,General Inquiry,Medium,Resolved,23.8
693,4829,2025-05-12,General Inquiry,Critical,Resolved,64.0
694,1452,2024-09-13,Account Problem,Low,In Progress,29.1
695,3696,2025-01-15,Refund Request,Medium,In Progress,6.6
696,2077,2025-07-06,Account Problem,Low,In Progress,30.6
697,4694,2025-03-12,Shipping Delay,Medium,In Progress,5.6
698,1381,2024-09-22,Account Problem,Low,In Progress,20.3
699,3775,2025-07-24,Shipping Delay,High,Resolved,96.7
700,4411,2024-08-18,Shipping Delay,High,In Progress,34.2
701,4285,2025-02-25,Product Issue,Low,Closed,19.3
702,1935,2024-09-25,Product Issue,Low,Closed,24.1
703,2557,2024-11-20,Account Problem,High,Resolved,52.0
704,1442,2025-07-28,Product Issue,High,Resolved,5.7
705,838,2025-02-20,General Inquiry,Low,Closed,2.3
706,68,2025-02-21,General Inquiry,Low,In Progress,51.0
707,1012,2025-05-07,General Inquiry,Low,Closed,6.1
708,3316,2025-03-30,General Inquiry,Medium,Resolved,73.9
709,2241,2025-07-11,General Inquiry,Medium,In Progress,20.4
710,2204,2025-06-01,General Inquiry,Low,Closed,10.2
711,2883,2025-02-23,General Inquiry,Medium,Closed,3.6
712,3683,2024-11-14,Product Issue,Medium,Closed,13.6
713,2556,2024-08-22,General Inquiry,Low,Open,1.6
714,3381,2025-08-17,Refund Request,Low,Open,10.2
715,1717,2025-04-14,Account Problem,Critical,Resolved,0.1
716,3857,2025-04-20,Shipping Delay,Low,Resolved,7.0
717,4332,2025-04-18,Product Issue,Medium,Open,4.1
718,2639,2024-12-25,Account Problem,Low,Resolved,17.3
719,1369,2025-08-17,Refund Request,Medium,Closed,34.3
720,3148,2024-09-23,Shipping Delay,Low,Closed,50.5
721,3389,2025-05-18,General Inquiry,High,Closed,2.9
722,1051,2024-12-12,Account Problem,Low,Resolved,6.6
723,1825,2025-04-20,General Inquiry,Medium,Closed,24.3
724,2137,2025-06-19,General Inquiry,Low,Closed,7.4
725,4696,2025-01-16,Refund Request,Medium,Resolved,5.9
726,4255,2024-08-21,General Inquiry,High,Closed,62.5
727,4363,2025-02-06,Account Problem,Critical,Resolved,78.3
728,782,2024-10-29,Refund Request,Low,In Progress,6.5
729,4805,2025-07-19,Shipping Delay,Low,Resolved,50.7
730,1362,2025-02-24,General Inquiry,Low,Resolved,41.4
731,1534,2024-10-22,Refund Request,Medium,Resolved,10.2
732,2028,2024-09-08,Account Problem,Medium,Resolved,2.8
733,283,2024-12-14,Refund Request,Low,Resolved,48.7
734,4556,2024-09-01,General Inquiry,Medium,Open,67.4
735,93,2024-11-19,General Inquiry,Low,Closed,44.4
736,1868,2025-04-20,Refund Request,Medium,In Progress,15.0
737,432,2024-10-25,Account Problem,Low,Resolved,2.6
738,1273,2025-08-17,Product Issue,Low,In Progress,9.8
739,3304,2025-05-06,Product Issue,Low,Closed,26.9
740,4345,2025-06-19,Refund Request,High,Closed,7.0
741,1129,2024-12-10,General Inquiry,High,Closed,2.3
742,334,2024-08-20,Account Problem,High,In Progress,7.3
743,2093,2024-12-05,Account Problem,Low,Closed,12.6
744,3096,2024-12-12,Refund Request,Low,Open,6.2
745,207,2025-08-10,Shipping Delay,Low,Resolved,10.4
746,3532,2024-08-24,Refund Request,Low,Open,3.0
747,3378,2024-09-25,Product Issue,Low,Closed,19.2
748,4597,2024-10-17,Refund Request,Medium,Closed,2.0
749,3988,2024-09-15,Product Issue,Low,In Progress,19.8
750,1824,2025-02-05,Shipping Delay,Low,Open,13.7
751,3210,2025-03-20,General Inquiry,Low,Open,9.2
752,2586,2024-12-27,Shipping Delay,Low,Resolved,27.8
753,123,2025-01-28,Account Problem,Low,In Progress,93.6
754,132,2025-05-18,Product Issue,High,Closed,43.9
755,916,2025-04-22,Refund Request,High,Resolved,61.7
756,4205,2025-07-26,General Inquiry,High,Closed,21.3
757,4977,2025-07-21,Shipping Delay,Medium,Closed,0.7
758,2377,2024-11-04,Account Problem,High,Closed,24.7
759,4357,2025-08-01,Shipping Delay,Low,Resolved,5.9
760,2390,2025-04-28,General Inquiry,Medium,In Progress,38.7
761,1250,2025-06-06,General Inquiry,Low,Resolved,8.8
762,144,2024-12-15,Refund Request,Medium,Closed,11.3
763,1610,2024-11-02,General Inquiry,Medium,Closed,3.8
764,4207,2025-01-19,Shipping Delay,Low,Resolved,9.0
765,4550,2024-09-12,Refund Request,Medium,Resolved,28.1
766,843,2024-12-01,Refund Request,Low,In Progress,4.4
767,1962,2024-12-25,Refund Request,Low,Resolved,23.6
768,4765,2025-01-05,General Inquiry,High,Resolved,12.1
769,331,2025-07-03,Product Issue,Medium,Resolved,25.1
770,3902,2024-08-29,Refund Request,High,In Progress,2.4
771,3500,2024-09-18,General Inquiry,Low,Closed,109.8
772,3884,2024-10-16,Account Problem,High,Closed,3.3
773,4312,2025-04-07,Account Problem,High,In Progress,9.4
774,4229,2024-08-23,Account Problem,Low,In Progress,10.8
775,1364,2024-11-22,Refund Request,Low,Closed,24.9
776,2785,2024-11-17,General Inquiry,High,Resolved,9.1
777,802,2024-09-18,General Inquiry,High,Closed,42.6
778,593,2025-08-06,Shipping Delay,Low,Resolved,0.5
779,3596,2024-10-17,General Inquiry,Medium,Closed,17.8
780,3557,2025-03-10,Account Problem,Medium,Resolved,39.8
781,4875,2025-02-01,Product Issue,Critical,Resolved,149.9
782,1543,2025-03-13,Refund Request,Critical,In Progress,1.2
783,522,2025-07-21,Refund Request,Medium,Closed,6.4
784,925,2025-01-28,Product Issue,Medium,In Progress,2.9
785,251,2025-01-30,Shipping Delay,Low,In Progress,70.6
786,25,2025-02-10,General Inquiry,High,Resolved,0.9
787,4884,2025-02-03,Product Issue,High,Open,34.3
788,202,2024-12-29,Product Issue,Medium,Closed,90.7
789,518,2025-01-12,Product Issue,High,In Progress,31.2
790,818,2024-12-08,Product Issue,Medium,Closed,2.6
791,2440,2025-01-19,Product Issue,Low,Closed,0.1
792,4943,2025-07-30,Shipping Delay,Critical,In Progress,47.6
793,4772,2025-04-10,General Inquiry,Medium,In Progress,23.6
794,2350,2025-06-27,Product Issue,Critical,Closed,21.8
795,415,2025-06-29,General Inquiry,Low,Resolved,30.3
796,1107,2025-02-27,Product Issue,Medium,Resolved,8.5
797,3962,2025-06-12,Refund Request,Critical,Closed,31.5
798,4530,2025-05-04,Account Problem,Medium,Closed,17.7
799,1043,2024-11-03,Product Issue,Medium,Resolved,7.9
800,2201,2025-01-12,Account Problem,High,Open,31.3
801,885,2024-11-19,Shipping Delay,High,Open,16.9
802,1305,2024-11-05,General Inquiry,High,Closed,11.0
803,2711,2025-06-09,General Inquiry,Low,Open,59.0
804,3666,2024-10-14,Refund Request,High,Resolved,15.7
805,1911,2024-08-30,Refund Request,Low,Open,29.5
806,2697,2025-03-25,Account Problem,Medium,Closed,11.8
807,3805,2024-12-04,Account Problem,Medium,Resolved,1.7
808,4312,2025-03-08,Product Issue,High,In Progress,47.0
809,2705,2025-06-01,General Inquiry,Medium,Open,26.2
810,4383,2024-09-22,Shipping Delay,Low,Resolved,7.2
811,3394,2025-01-21,Refund Request,Low,Closed,56.9
812,4485,2025-03-02,Product Issue,Low,Open,16.7
813,1980,2025-07-08,Account Problem,Low,Resolved,3.1
814,2380,2025-01-01,Refund Request,High,Closed,30.0
815,87,2024-10-30,Refund Request,Medium,In Progress,58.0
816,4631,2024-09-19,Account Problem,Medium,Closed,96.2
817,1209,2025-07-26,Account Problem,Medium,Closed,16.7
818,3214,2025-03-31,Refund Request,Low,In Progress,24.5
819,1390,2025-07-31,Account Problem,Medium,Resolved,23.8
820,3538,2025-03-29,Refund Request,Low,Closed,3.1
821,4405,2025-04-30,Shipping Delay,Low,Open,15.8
822,607,2025-04-05,Shipping Delay,High,Open,12.6
823,3342,2024-08-17,General Inquiry,High,Closed,2.1
824,293,2025-05-11,Account Problem,Medium,Closed,31.4
825,2685,2025-03-08,Account Problem,Critical,Resolved,45.9
826,3041,2025-02-16,Refund Request,Low,In Progress,10.3
827,4447,2025-06-28,General Inquiry,Low,Resolved,2.3
828,4884,2024-08-29,General Inquiry,Medium,Open,21.8
829,3913,2024-09-12,Product Issue,Medium,Resolved,59.5
830,982,2025-06-06,Product Issue,Medium,Closed,9.7
831,2467,2024-12-13,Refund Request,Low,Open,25.0
832,3865,2025-01-11,General Inquiry,Low,Open,19.4
833,1340,2024-09-29,Shipping Delay,Medium,Resolved,3.9
834,4953,2025-08-12,Refund Request,Medium,Closed,13.7
835,2364,2025-03-05,Refund Request,High,Open,4.8
836,1762,2025-02-15,Shipping Delay,Low,Closed,17.5
837,2181,2025-07-25,Shipping Delay,High,In Progress,1.7
838,2691,2024-09-08,Product Issue,Low,Resolved,14.8
839,4404,2025-06-17,Product Issue,High,Closed,18.7
840,3962,2025-04-18,Shipping Delay,Low,Resolved,12.6
841,1663,2025-05-17,General Inquiry,Low,Closed,0.6
842,2300,2024-10-19,Product Issue,Low,Resolved,18.6
843,2573,2025-02-18,General Inquiry,High,Resolved,0.2
844,403,2025-05-14,Account Problem,Low,Open,49.5
845,4026,2025-07-02,Refund Request,Low,In Progress,8.8
846,4052,2024-11-13,Refund Request,Low,Closed,66.4
847,2643,2025-07-28,Account Problem,High,Resolved,0.5
848,3816,2025-04-15,Shipping Delay,Critical,In Progress,16.1
849,1380,2024-10-06,Product Issue,Medium,Open,35.0
850,2311,2024-11-28,Shipping Delay,Medium,In Progress,83.1
851,4010,2025-06-23,Refund Request,Low,Closed,17.0
852,3153,2025-01-15,Product Issue,Low,Open,24.9
853,1216,2025-02-12,General Inquiry,Medium,Open,11.5
854,3206,2025-03-14,General Inquiry,High,Open,83.9
855,2169,2025-06-16,Account Problem,Medium,In Progress,92.0
856,716,2024-11-14,Account Problem,Low,Closed,21.2
857,1831,2024-09-20,General Inquiry,Low,Resolved,8.1
858,4498,2024-12-13,Refund Request,Critical,In Progress,17.5
859,3944,2025-05-11,Refund Request,Low,Resolved,2.9
860,1238,2025-06-17,Refund Request,Low,Open,12.0
861,2988,2025-01-14,Product Issue,Low,Resolved,19.1
862,37,2024-12-03,Product Issue,Medium,Open,38.6
863,3900,2024-10-17,Product Issue,Low,In Progress,11.2
864,1683,2024-12-24,Account Problem,Medium,Closed,12.4
865,2182,2025-06-12,Shipping Delay,Medium,Closed,17.6
866,4503,2024-08-28,Refund Request,Low,Resolved,28.0
867,2261,2025-03-02,Refund Request,High,Resolved,10.0
868,1430,2025-06-27,Product Issue,Medium,Closed,43.4
869,3694,2025-03-05,Account Problem,Low,Resolved,26.5
870,2124,2025-05-29,Product Issue,Medium,Closed,26.2
871,2554,2024-10-24,Shipping Delay,High,Resolved,59.8
872,3877,2024-11-17,Account Problem,Low,Closed,105.3
873,4797,2024-10-10,Account Problem,Low,Closed,18.5
874,3529,2025-06-13,Product Issue,Low,Closed,24.0
875,2896,2024-11-27,General Inquiry,Low,Closed,20.6
876,3557,2025-04-19,Refund Request,High,Resolved,37.1
877,2028,2024-11-02,General Inquiry,High,Resolved,5.3
878,647,2025-04-16,General Inquiry,Critical,In Progress,37.8
879,1643,2025-01-23,Shipping Delay,Low,Resolved,1.1
880,2888,2025-07-06,Refund Request,High,Resolved,3.4
881,3095,2025-03-26,Refund Request,Low,Resolved,9.9
882,50,2025-01-31,Account Problem,Critical,In Progress,3.4
883,1127,2025-07-13,Shipping Delay,Medium,Closed,8.2
884,2466,2025-04-17,Product Issue,Low,Closed,3.8
885,3969,2025-05-24,Refund Request,Low,Resolved,1.8
886,4430,2024-12-13,Account Problem,High,Resolved,24.9
887,23,2025-05-23,Product Issue,Medium,Closed,38.9
888,4534,2025-05-04,Product Issue,Low,Closed,6.6
889,904,2025-02-06,Account Problem,Medium,Resolved,18.2
890,1782,2025-05-07,Product Issue,Low,Resolved,35.1
891,3040,2025-07-02,Shipping Delay,Medium,Resolved,101.5
892,1077,2025-02-23,Product Issue,Low,Closed,30.7
893,171,2024-11-07,General Inquiry,Critical,Open,13.0
894,4628,2024-10-13,Refund Request,High,Resolved,7.7
895,4010,2024-11-21,Shipping Delay,Medium,Resolved,2.5
896,2324,2025-02-24,Refund Request,Low,Resolved,8.6
897,4680,2024-10-16,General Inquiry,High,Resolved,14.8
898,4419,2024-11-24,Refund Request,Medium,Open,9.0
899,1863,2025-07-18,Refund Request,High,Closed,35.6
900,80,2025-07-26,General Inquiry,High,Resolved,37.0
901,1991,2025-04-03,Refund Request,Critical,Closed,23.7
902,3248,2025-05-21,Refund Request,Low,Closed,0.6
903,2633,2025-05-21,Refund Request,Low,Closed,65.2
904,4778,2024-10-19,Product Issue,High,Closed,76.1
905,1003,2025-04-08,Refund Request,Critical,Resolved,35.1
906,54,2024-10-20,Refund Request,Low,Closed,15.7
907,1809,2025-04-26,Shipping Delay,Low,Closed,33.0
908,567,2024-09-19,Product Issue,Low,Closed,69.2
909,3037,2024-11-20,Account Problem,Low,Open,9.8
910,3823,2024-11-14,Refund Request,Medium,Resolved,5.2
911,4089,2024-10-09,General Inquiry,High,Resolved,22.1
912,4249,2024-12-13,Account Problem,Medium,In Progress,42.8
913,3223,2024-08-19,Account Problem,Medium,Resolved,13.1
914,2872,2025-08-11,Product Issue,Low,Resolved,3.2
915,3795,2025-01-16,General Inquiry,Medium,Closed,7.3
916,4077,2024-09-13,Shipping Delay,Medium,Open,19.0
917,2045,2025-03-05,Refund Request,Medium,In Progress,28.8
918,1097,2025-01-20,Product Issue,High,Closed,7.7
919,237,2025-05-10,Refund Request,Medium,Resolved,7.9
920,3912,2025-04-12,Refund Request,Low,Closed,5.6
921,4574,2025-04-24,Product Issue,Critical,Closed,12.1
922,654,2024-12-07,Shipping Delay,Low,Resolved,12.9
923,4262,2025-01-20,Shipping Delay,Low,Closed,10.0
924,708,2024-08-24,Product Issue,High,Resolved,66.8
925,1142,2025-01-02,Refund Request,Medium,Resolved,15.6
926,1849,2025-01-17,Shipping Delay,High,In Progress,8.4
927,1698,2025-04-02,General Inquiry,High,Resolved,77.4
928,2516,2025-06-28,Product Issue,Low,Resolved,18.5
929,2932,2025-08-05,Product Issue,High,Resolved,51.8
930,2604,2024-10-14,Product Issue,High,Closed,29.0
931,1110,2025-08-05,Account Problem,Low,Resolved,1.5
